%dir,flowInd,duration,l4Proto,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpOptPktCnt,tcpOptCnt,tcpMSS,tcpWS,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,connSip,connDip,connSipDip,connSipDprt,connF,nFpCnt,tCnt,dsMinPl,dsMaxPl,dsMeanPl,dsLowQuartilePl,dsMedianPl,dsUppQuartilePl,dsIqdPl,dsModePl,dsRangePl,dsStdPl,dsRobStdPl,dsSkewPl,dsExcPl,dsMinIat,dsMaxIat,dsMeanIat,dsLowQuartileIat,dsMedianIat,dsUppQuartileIat,dsIqdIat,dsModeIat,dsRangeIat,dsStdIat,dsRobStdIat,dsSkewIat,dsExcIat,TrafficType
B,6,8.110844,6,13,12,5198,8883,0,2179,399.8462,667.7003,0,4.890221,0.6239111,1.260185,1.602793,640.8704,0.04,-0.2617002,1,2,52,52,0,2221110537,13,5198,0,8,7435,1,1462,1462,1462,1462,0,0,0,0,13,39,0,1,0,0.012896,0.670272,0.2488373,0.1723748,1.315804,1.667595,1,1,1,1,1,13,12,0,2179,399.8462,0,0,454.25,454.25,0,2179,727.3862,336.7355,1.466737,0.4814341,0.5,1000,282.125,41.5,212.5,445,403.5,1000,999.5,358.5165,299.1145,1.354361,0.3246398,Streaming
A,3,7.301709,6,110,235,16601,499311,0,1448,150.9182,401.0688,0,5.572655,0.06637917,0.5266611,15.06497,2273.577,-0.3623188,-0.9356441,1,1,64,64,0,4083964530,110,16601,0,97,499311,0,7053,7046.651,6769,7053,50,47,72,0,110,330,0,1,0,0.000002,0.051093,0.001564564,0.006621485,0,-1,1,1,2,2,2,20,37,0,1448,150.9182,0,0,0,0,0,1448,412.9615,0,2.591483,4.990179,0.5,1000,25.22936,0.5,1.5,9.5,9,0.5,999.5,104.5711,6.6717,7.835985,68.23565,Streaming
B,3,7.077978,6,235,110,499311,16601,0,7240,2124.728,1124.091,0,5.339571,0.03011905,0.3476326,33.20157,70544.3,0.3623188,0.9356441,1,5,52,52,0,2227451568,235,498768,0,12,15153,1,1462,1462,1462,1462,0,0,0,0,235,705,0,1,0,0.000005,5.572627,0.04088407,0.3640243,0.04244863,0.3640845,1,1,1,1,1,20,47,0,7240,2124.728,1448,1448,2896,1448,1448,7240,1143.188,1073.402,0.9525575,1.25846,0.5,1000,12.04915,0.5,0.5,0.5,0,0.5,999.5,71.6439,0,11.68949,153.9677,Streaming
A,3,7.436989,6,451,869,61546,1910818,0,1448,136.4656,400.4576,0,3.421351,0.01648999,0.1322319,60.64282,8275.661,-0.3166667,-0.9375916,1,1,64,64,0,4088019162,451,60489,0,421,1910818,0,8046,8040.628,7843,8046,186,202,305,0,451,1353,0,1,0,0.000001,3.214669,0.01460455,0.1841629,0,-1,2,1,2,2,1,20,68,0,1448,136.4656,0,0,0,0,0,1448,403.6985,0,2.79828,6.072177,0.5,1000,11.32333,0.5,0.5,5.5,5,0.5,999.5,54.5773,3.7065,14.18277,241.5338,Streaming
B,3,7.213449,6,869,451,1910818,61546,0,13032,2198.87,1373.294,0,3.421266,0.008300869,0.09463022,120.4694,264896.6,0.3166667,0.9375916,1,9,52,52,0,2332869589,869,1910818,0,48,59946,0,1462,1462,1462,1462,0,0,0,0,869,2607,0,1,0,0.000004,0.323997,0.008195427,0.0268623,0.02279998,0.1861117,1,2,1,1,1,20,95,0,13032,2198.87,1448,1448,2896,1448,1448,13032,1380.49,1073.402,3.006052,15.67657,0.5,1000,5.833525,0.5,0.5,1.5,1,0.5,999.5,37.69147,0.7413,21.87127,559.1238,Streaming
A,1,9.68402,6,1113,2016,227955,4745353,0,1448,204.8113,490.8492,0,0.391476,0.008700822,0.02526496,114.9316,23539.29,-0.2885906,-0.9083286,1,1,64,64,0,4084415864,1113,227955,0,1008,4745353,0,7836,7833.269,7533,7836,455,494,709,0,1113,3339,0,1,0,0.000001,0.078279,0.002970919,0.00779644,0,-1,1,1,2,2,2,20,137,0,1448,204.8113,0,0,0,0,0,1448,492.1386,0,2.065714,2.350809,0.5,392.5,8.935251,0.5,0.5,4.5,4,0.5,392,25.30742,2.9652,7.015283,72.49483,Streaming
B,1,9.57828,6,2016,1113,4745353,227955,0,53576,2353.846,2322.616,0,0.276078,0.004751133,0.01678599,210.4762,495428.5,0.2885906,0.9083286,1,37,52,52,0,2238860335,2016,4744810,0,141,231850,0,1462,1461.034,1449,1462,3,3,5,0,2016,6048,0,1,0,0.000005,0.333757,0.009634983,0.02230299,0.0126059,0.02362642,1,1,1,1,1,20,175,0,53576,2353.846,1448,1448,2896,1448,1448,53576,2371.708,1073.402,8.614164,138.4082,0.5,277.5,5.042929,0.5,0.5,1.5,1,0.5,277,16.7536,0.7413,7.595618,82.46144,Streaming
A,3,9.642504,6,615,1181,94076,2739904,0,1448,152.9691,425.582,0,1.685719,0.01567887,0.09234598,63.78012,9756.387,-0.3151448,-0.9336086,1,1,64,64,0,4087524384,615,93019,0,562,2739361,0,8046,8043.509,7724,8046,249,264,401,0,615,1845,0,1,0,0.000001,1.685741,0.008292696,0.08808857,0,-1,1,1,2,2,2,20,85,0,1448,152.9691,0,0,0,0,0,1448,427.8406,0,2.576619,4.82373,0.5,1000,13.67183,0.5,0.5,5.5,5,0.5,999.5,69.37194,3.7065,11.6315,151.2036,Streaming
B,3,9.019797,6,1181,615,2739904,94076,0,41992,2319.987,2465.755,0,1.909186,0.007637434,0.07171614,130.9342,303765.6,0.3151448,0.9336086,1,29,52,52,0,2318568751,1181,2739781,0,68,93019,0,1462,1462,1462,1462,0,0,0,0,1181,3543,0,1,0,0.000003,0.315763,0.008575562,0.02320434,0.01686826,0.09109356,1,1,1,1,1,20,116,0,41992,2319.987,1448,1448,2896,1448,1448,41992,2484.146,1073.402,8.047829,95.00078,0.5,1000,6.416101,0.5,0.5,1.5,1,0.5,999.5,43.95613,0.7413,19.9715,441.8542,Streaming
A,2,3.752975,6,5,5,2114,1600,0,1448,422.8,419.9604,0,3.169002,0.750595,1.086805,1.332276,563.2864,0,0.1383953,1,1,64,64,0,4083982731,5,1571,0,2,1600,0,7053,7051.32,7045,7053,1,1,1,0,5,15,0,1,0,0.00004,3.169042,0.6423705,1.130044,0,-1,1,1,2,2,2,5,5,0,1448,422.8,0,123,769.25,769.25,0,1448,550.0696,550.0696,1.082867,-0.4290798,14.5,1000,396.125,222.5,347.5,1000,777.5,14.5,985.5,425.3676,425.3676,0.7965764,-0.8943486,Streaming
B,2,3.752726,6,5,5,1600,2114,0,1057,320,364.7171,0,3.39257,0.7505452,1.184375,1.332365,426.3567,0,-0.1383953,1,1,52,52,0,2227953565,5,1600,0,2,666,1,1462,1462,1462,1462,0,0,0,0,5,15,0,1,0,0.209226,0.303156,0.2365734,0.02770329,0.8789439,1.130383,1,1,1,1,1,5,5,0,1057,320,0,0,671.5,671.5,0,1057,424.2872,424.2872,0.8198509,-0.9698076,14.5,1000,340.375,79.5,267.5,1000,920.5,14.5,985.5,452.6464,452.6464,0.9722262,-0.8269386,Streaming
