%dir,flowInd,duration,l4Proto,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpOptPktCnt,tcpOptCnt,tcpMSS,tcpWS,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,connSip,connDip,connSipDip,connSipDprt,connF,nFpCnt,tCnt,dsMinPl,dsMaxPl,dsMeanPl,dsLowQuartilePl,dsMedianPl,dsUppQuartilePl,dsIqdPl,dsModePl,dsRangePl,dsStdPl,dsRobStdPl,dsSkewPl,dsExcPl,dsMinIat,dsMaxIat,dsMeanIat,dsLowQuartileIat,dsMedianIat,dsUppQuartileIat,dsIqdIat,dsModeIat,dsRangeIat,dsStdIat,dsRobStdIat,dsSkewIat,dsExcIat,TrafficType
A,1,9.988584,6,6692,3455,18322898,567842,0,13032,2738.03,1632.45,0,0.048584,0.001492618,0.003692799,669.9648,1834384,0.3190106,0.9398814,1,65531,53,53,0,2569176365,6691,18330106,0,376,566344,0,501,499.95,494,501,7,7,13,0,6692,20076,0,1,0,0.000004,0.074031,0.002487602,0.005122558,0,-1,1,1,2,2,2,20,177,0,13032,2738.03,1448,2896,2896,1448,1448,13032,1633.467,1073.402,1.852478,5.144795,0.5,48.5,1.812509,0.5,0.5,1.5,1,0.5,48,3.578284,0.7413,5.028256,35.28713,FTP
B,1,9.988662,6,3455,6692,567842,18322898,0,2896,164.3537,460.9376,0,0.074046,0.002891073,0.005465193,345.8922,56848.66,-0.3190106,-0.9398814,1,2,64,64,0,2435958212,3455,566394,0,3203,18320002,0,14160,14157.33,13646,14177,1514,1607,2411,0,3455,10371,0,1,0,0.000002,0.023761,0.000128165,0.000627754,0.002615767,0.00516088,1,1,1,1,1,20,129,0,2896,164.3537,0,0,0,0,0,2896,461.4247,0,2.60982,5.549628,0.5,74.5,3.05385,0.5,1.5,3.5,3,0.5,74,5.400107,2.2239,4.723113,32.46525,FTP
A,1,9.996271,6,6929,3405,18580574,574838,0,11584,2681.566,1616.734,0,0.07991,0.001442671,0.004354578,693.1584,1858750,0.3410102,0.9399816,1,65534,53,53,0,2531803749,6927,18593606,2,345,572864,0,501,501,463,501,30,31,57,0,6929,20787,0,1,0,0.000004,0.111063,0.002630733,0.007205113,0,-1,1,1,2,2,2,20,187,0,11584,2681.566,1448,2896,2896,1448,1448,11584,1617.475,1073.402,1.826928,4.855218,0.5,79.5,1.776559,0.5,0.5,1.5,1,0.5,79,4.256978,0.7413,7.088648,71.44311,FTP
B,1,9.996256,6,3405,6929,574838,18580574,0,2896,168.8217,482.3343,0,0.111086,0.00293576,0.007328192,340.6275,57505.33,-0.3410102,-0.9399816,1,2,64,64,0,2434794738,3405,574838,0,3144,18577678,2,14160,14107.05,13501,14177,1564,1576,2425,0,3405,10224,0,1,0,0.000002,0.043669,0.000187931,0.001537086,0.002818664,0.007367244,1,1,1,1,1,20,132,0,2896,168.8217,0,0,0,0,0,2896,482.7895,0,2.838472,7.618862,0.5,111.5,3.109577,0.5,0.5,2.5,2,0.5,111,7.266638,1.4826,7.082906,68.45206,FTP
A,1,7.56731,6,13,11,3752,2680,0,536,288.6154,238.4097,0,6.180314,0.5821008,1.555847,1.717916,495.8169,0.08333334,0.1666667,1,1,53,53,0,2165479343,12,3216,1,5,2680,0,501,501,501,501,0,0,0,0,13,39,0,1,0,0.153383,6.137884,0.6207014,1.53083,0,-1,1,1,2,2,2,13,12,0,536,288.6154,0,536,536,536,536,536,267.2059,267.2059,-0.1543033,-1.976191,2.5,1000,198.6667,42.5,154.5,196.5,154,154.5,997.5,276.3078,114.1602,2.24916,4.126356,FTP
B,1,7.565957,6,11,13,2680,3752,0,536,243.6364,239.2845,0,6.137928,0.6878143,1.645457,1.453881,354.2182,-0.08333334,-0.1666667,1,1,64,64,0,2423390778,11,2680,0,7,3752,1,501,501,501,501,0,0,0,0,11,33,0,1,0,0.000022,0.265137,0.0319569,0.0689752,0.6526583,1.532383,1,1,1,1,1,11,10,0,536,243.6364,0,0,536,536,0,536,266.8903,266.8903,0.1825742,-1.966667,0.5,1000,242.25,156.5,189.5,247.5,91,0.5,999.5,281.9168,67.4583,2.117507,3.580046,FTP
A,1,9.993933,6,7629,3843,19442020,607726,0,11584,2548.436,1357.966,0,0.076417,0.001309992,0.003552111,763.3632,1945382,0.3300209,0.9393782,1,65535,53,53,0,2220766721,7627,19442020,0,403,605960,0,501,501,479,501,8,8,15,0,7629,22887,0,1,0,0.000003,0.078868,0.002306954,0.004665005,0,-1,1,1,2,2,2,20,163,0,11584,2548.436,1448,2896,2896,1448,1448,11584,1358.566,1073.402,1.630172,4.6844,0.5,76.5,1.645123,0.5,0.5,1.5,1,0.5,76,3.445322,0.7413,7.447886,99.92596,FTP
B,1,9.993918,6,3843,7629,607726,19442020,0,2896,158.1384,448.9718,0,0.078935,0.002600553,0.004960507,384.5338,60809.58,-0.3300209,-0.9393782,1,2,64,64,0,2425123776,3843,607726,0,3558,19439124,0,14157,14145.15,13835,14176,1716,1809,2661,0,3843,11535,0,1,0,0.000002,0.043712,0.000141616,0.001274631,0.002448569,0.004836007,1,1,1,1,1,20,117,0,2896,158.1384,0,0,0,0,0,2896,449.3804,0,2.606884,5.305952,0.5,78.5,2.785007,0.5,0.5,2.5,2,0.5,78,4.884315,1.4826,5.090838,41.31945,FTP
A,2,9.989702,6,7213,3603,18792042,588636,0,13032,2605.302,1480.922,0,0.049247,0.00138496,0.00354105,722.0435,1881141,0.3337648,0.9392554,1,65532,53,53,0,2550384323,7210,18815482,0,382,594864,0,501,501,485,501,11,12,21,0,7213,21639,0,1,0,0.000004,0.05893,0.002357555,0.00507705,0,-1,1,1,2,2,2,20,169,0,13032,2605.302,1448,2896,2896,1448,1448,13032,1481.74,1073.402,1.869539,5.579057,0.5,49.5,1.716445,0.5,0.5,1.5,1,0.5,49,3.426732,0.7413,5.177905,37.88179,FTP
B,2,9.989643,6,3603,7213,588636,18792042,0,2896,163.3739,461.4101,0,0.05901,0.002772589,0.005378778,360.6736,58924.63,-0.3337648,-0.9392554,1,2,64,64,0,2435369576,3603,588636,0,3327,18787698,0,14151,14155.95,13167,14177,1607,1685,2489,0,3603,10818,0,1,0,0.000002,0.004962,0.000131287,0.000455631,0.002488842,0.005097453,1,1,1,1,1,20,120,0,2896,163.3739,0,0,0,0,0,2896,461.9437,0,2.655379,5.914332,0.5,59.5,2.948362,0.5,1.5,2.5,2,0.5,59,5.310385,1.4826,4.774724,31.82999,FTP
A,1,9.998421,6,7178,3686,18450890,574242,0,11584,2570.478,1401.91,0,0.065162,0.001392924,0.003515687,717.9134,1845380,0.3214286,0.9396333,1,65534,53,53,0,2313018297,7175,18472610,0,395,578750,0,501,501,488,501,12,12,23,0,7178,21534,0,1,0,0.000001,0.077905,0.002380003,0.004830841,0,-1,1,1,2,2,2,20,163,0,11584,2570.478,1448,2896,2896,1448,1448,11584,1402.53,1073.402,1.746543,5.289186,0.5,65.5,1.718894,0.5,0.5,1.5,1,0.5,65,3.401774,0.7413,6.047394,60.19445,FTP
B,1,9.982148,6,3686,7178,574242,18450890,0,2896,155.79,450.1267,0,0.080553,0.002708125,0.005078709,369.2592,57526.89,-0.3214286,-0.9396333,1,2,64,64,0,2427994028,3686,574242,0,3411,18449924,0,14174,14154.61,13722,14176,1624,1744,2584,0,3686,11076,0,1,0,0.000002,0.042938,0.000144443,0.001128159,0.002524445,0.004960823,1,1,1,1,1,20,116,0,2896,155.79,0,0,0,0,0,2896,450.6903,0,2.717463,6.207303,0.5,80.5,2.877747,0.5,1.5,3.5,3,0.5,80,4.998485,2.2239,5.806067,56.14328,FTP
A,1,8.420157,6,16,13,5316,3216,0,1448,332.25,349.5669,0,5.394001,0.5262598,1.225073,1.900202,631.3421,0.1034483,0.2461322,1,1,53,53,0,2165471883,16,4780,0,6,3216,0,501,500.79,500,501,1,1,1,0,16,48,0,1,0,0.045682,1.40177,0.2269764,0.2839078,0,-1,1,1,2,2,2,16,14,0,1448,332.25,0,326,536,536,0,1448,383.6495,383.6495,1.307541,1.758251,3.5,1000,251.7,150.5,154,232.5,82,153.5,996.5,311.3943,60.7866,1.947001,2.174022,FTP
B,1,8.190298,6,13,16,3216,5316,0,536,247.3846,242.5428,0,5.199747,0.630023,1.282012,1.587244,392.6597,-0.1034483,-0.2461322,1,1,64,64,0,2423383362,13,3216,0,8,4780,0,501,501,501,501,0,0,0,0,13,39,0,1,0,0.000031,5.240369,0.4130205,1.314509,0.6399969,1.344818,1,1,1,1,1,13,11,0,536,247.3846,0,0,536,536,0,536,267.2059,267.2059,0.1543033,-1.976191,0.5,1000,295.0417,107.5,157.5,425,317.5,0.5,999.5,350.3108,235.3627,1.370488,0.3957424,FTP
A,1,9.983922,6,7392,3799,18893176,586180,0,11584,2555.895,1348.386,0,0.044168,0.001350641,0.003383199,740.3904,1892360,0.3210616,0.9398153,1,8,53,53,0,2294125121,7392,18890280,0,395,581880,0,501,501,483,501,8,8,15,0,7392,22176,0,1,0,0.000003,0.068456,0.002303127,0.004609236,0,-1,1,1,2,2,2,20,166,0,11584,2555.895,1448,2896,2896,1448,1448,11584,1348.984,1073.402,1.521047,3.626871,0.5,44.5,1.682925,0.5,0.5,1.5,1,0.5,44,3.267188,0.7413,5.139816,37.2825,FTP
B,1,9.983941,6,3799,7392,586180,18893176,0,1590,154.2985,439.6641,0,0.085061,0.002628047,0.004851453,380.511,58712.29,-0.3210616,-0.9398153,1,2,64,64,0,2427407848,3799,586180,0,3524,18891728,0,14172,14113.43,13864,14176,1714,1801,2619,0,3799,11397,0,1,0,0.000001,0.02063,0.000120309,0.000651091,0.002423436,0.004654995,1,1,1,1,1,20,111,0,1590,154.2985,0,0,0,0,0,1590,440.1354,0,2.546239,4.548841,0.5,85.5,2.805687,0.5,1.5,2.5,2,0.5,85,4.780736,1.4826,5.100649,45.70012,FTP
A,1,9.990644,6,7128,3513,18024926,558458,0,11584,2528.75,1365.756,0,0.095797,0.001401603,0.003712013,713.4675,1804180,0.3397237,0.9398971,1,8,53,53,0,2184059153,7128,18022030,0,376,557784,0,501,501,490,501,11,11,21,0,7128,21384,0,1,0,0.000004,0.096949,0.002451357,0.005363754,0,-1,1,1,2,2,2,20,168,0,11584,2528.75,1448,2896,2896,1448,1448,11584,1366.303,1073.402,1.643292,4.356012,0.5,95.5,1.731794,0.5,0.5,1.5,1,0.5,95,3.600314,0.7413,7.048979,97.18958,FTP
B,1,9.990614,6,3513,7128,558458,18024926,0,2896,158.969,447.8458,0,0.097,0.002843902,0.00564612,351.63,55898.27,-0.3397237,-0.9398971,1,2,64,64,0,2423984886,3513,558458,0,3258,18020582,0,14154,14079.79,13733,14176,1606,1624,2449,0,3513,10539,0,1,0,0.000002,0.043056,0.000175571,0.001255537,0.002626928,0.005508742,1,1,1,1,1,20,114,0,2896,158.969,0,0,0,0,0,2896,448.2604,0,2.551351,4.822592,0.5,97.5,3.02164,0.5,1.5,3.5,3,0.5,97,5.581798,2.2239,6.623109,72.97722,FTP
A,1,9.998331,6,7123,3651,19490382,604444,0,13032,2736.26,1637.689,0,0.051664,0.001403669,0.003515692,712.4189,1949364,0.3222573,0.9398409,1,65535,53,53,0,2398109375,7121,19491830,1,390,604306,0,501,501,476,501,10,11,19,0,7123,21369,0,1,0,0.000003,0.07961,0.002429343,0.005074684,0,-1,1,1,2,2,2,20,165,0,13032,2736.26,1448,2896,2896,1448,1448,13032,1638.323,1073.402,1.849041,5.178695,0.5,51.5,1.726341,0.5,0.5,1.5,1,0.5,51,3.401536,0.7413,5.185585,38.54721,FTP
B,1,9.998667,6,3651,7123,604444,19490382,0,2896,165.5557,458.4555,0,0.079662,0.002738608,0.005193536,365.1487,60452.46,-0.3222573,-0.9398409,1,2,64,64,0,2430642790,3651,602996,0,3354,19486038,1,14154,14148.39,13607,14177,1619,1692,2524,0,3651,10959,0,1,0,0.000002,0.042851,0.000148223,0.000872385,0.002577566,0.005149124,1,1,1,1,1,20,117,0,2896,165.5557,0,0,0,0,0,2896,458.8551,0,2.532403,4.91911,0.5,79.5,2.903836,0.5,1.5,3.5,3,0.5,79,5.12001,2.2239,5.200568,42.13453,FTP
A,1,9.946695,6,166,106,247002,21910,0,4344,1487.964,982.1859,0,2.984559,0.05991986,0.2134889,16.68896,24832.57,0.2205882,0.837047,1,3,53,53,0,2165484703,166,244106,0,27,16616,0,501,501,500,501,1,1,1,0,166,498,0,1,0,0.000009,0.353591,0.0516861,0.08220533,0,-1,1,1,2,2,2,20,70,0,4344,1487.964,536,1448,1448,912,1448,4344,989.2482,676.0656,0.4817394,-0.1055138,0.5,1000,46.80303,0.5,4.5,18,17.5,0.5,999.5,123.0313,12.97275,5.84937,41.45005,FTP
B,1,9.946661,6,106,166,21910,247002,0,1448,206.6981,361.3394,0,2.831196,0.0938364,0.250746,10.65684,2202.749,-0.2205882,-0.837047,1,1,64,64,0,2423395066,106,21910,0,93,246466,0,501,1772.564,485,1798,18,45,30,0,106,318,0,1,0,0.000005,2.831249,0.03824479,0.2411021,0.08993089,0.2547311,1,1,1,1,1,20,49,0,1448,206.6981,0,0,536,536,0,1448,366.8117,366.8117,1.967737,3.59227,0.5,1000,76.64286,2.5,9.5,153.5,151,0.5,999.5,158.2067,111.9363,4.004636,19.84357,FTP
A,1,9.992246,6,6877,3369,16794738,526354,0,11584,2442.161,1285.474,0,0.048026,0.001452995,0.003508369,688.2337,1680777,0.3423775,0.9392239,1,8,53,53,0,2381314637,6877,16791842,0,363,525636,0,501,501,492,501,13,13,25,0,6877,20631,0,1,0,0.000004,0.057452,0.002487572,0.004499215,0,-1,1,1,2,2,2,20,160,0,11584,2442.161,1448,2896,2896,1448,1448,11584,1286.22,1073.402,1.833445,6.361399,0.5,48.5,1.78694,0.5,0.5,1.5,1,0.5,48,3.377764,0.7413,4.473698,30.02961,FTP
B,1,9.992164,6,3369,6877,526354,16794738,0,2896,156.2345,449.7331,0,0.061485,0.002965913,0.005084043,337.1642,52676.68,-0.3423775,-0.9392239,1,2,64,64,0,2430116436,3369,526354,0,3137,16791842,0,14165,14131.17,13516,14177,1487,1600,2318,0,3369,10107,0,1,0,0.000002,0.042222,0.000157533,0.001145433,0.002645105,0.004642731,1,1,1,1,1,20,121,0,2896,156.2345,0,0,0,0,0,2896,450.2104,0,2.703606,6.104938,0.5,61.5,3.139846,0.5,1.5,3.5,3,0.5,61,5.00597,2.2239,3.914706,24.08157,FTP
A,1,9.958613,6,7266,3488,17888072,556598,0,11584,2461.887,1264.445,0,0.068082,0.001370577,0.003959292,729.6196,1796241,0.3513111,0.9396467,1,65533,53,53,0,2331469187,7265,17890968,0,351,545058,0,501,501,472,501,17,17,31,0,7266,21798,0,1,0,0.000003,0.09733,0.00228735,0.005666819,0,-1,1,1,2,2,2,20,179,0,11584,2461.887,1448,2896,2896,1448,1448,11584,1265.038,1073.402,1.50975,4.359651,0.5,68.5,1.718032,0.5,0.5,0.5,0,0.5,68,3.873314,0,6.497104,61.02306,FTP
B,1,9.889817,6,3488,7266,556598,17888072,0,2896,159.5751,459.9292,0,0.097433,0.002835382,0.006225122,352.686,56279.91,-0.3513111,-0.9396467,1,2,64,64,0,2428568270,3488,556598,0,3216,17883728,0,14146,14141.79,13684,14176,1608,1618,2361,0,3488,10470,0,1,0,0.000002,0.055005,0.000161444,0.001258564,0.002448794,0.005804896,1,1,1,1,1,20,126,0,2896,159.5751,0,0,0,0,0,2896,460.301,0,2.755833,6.654438,0.5,97.5,3.017063,0.5,0.5,2.5,2,0.5,97,6.161871,1.4826,6.364421,60.57763,FTP
A,1,3.804606,6,8,6,2144,4200,0,536,268,228.5699,0,2.844126,0.4755757,0.7022635,2.102715,563.5275,0.1428571,-0.3240857,1,1,53,53,0,2165477199,8,1608,0,4,3664,0,501,500.6471,494,501,1,1,1,0,8,24,0,1,0,0.112947,0.199106,0.1351397,0.04434982,0,-1,1,1,2,2,2,8,8,0,536,268,0,268,536,536,0,536,268,268,0,-2,0.5,1000,280.0714,45.5,154,605,559.5,0.5,999.5,380.011,380.011,1.138509,-0.2452376,FTP
B,1,3.691613,6,6,8,4200,2144,0,2592,700,652.2083,0,2.690709,0.6152689,0.7203685,1.625306,1137.714,-0.1428571,0.3240857,1,2,64,64,0,2423386578,6,3664,0,2,1072,0,501,501,501,501,0,0,0,0,6,18,0,1,0,0.000045,2.690755,0.5306435,0.7480079,0.6657833,0.7493215,1,1,1,1,1,6,6,0,2592,700,0,536,536,536,536,2592,879.4271,397.3368,1.48829,0.7049496,0.5,1000,400.1,177.5,422.25,822.5,645,0.5,999.5,412.191,412.191,0.574989,-1.226671,FTP
A,1,9.996452,6,6674,3309,16483258,514168,0,8688,2469.772,1261.533,0,0.077643,0.001497821,0.004107017,667.6368,1648911,0.337073,0.9395005,1,6,53,53,0,2277641863,6674,16481810,0,348,515478,0,501,501,484,501,11,10,19,0,6674,20022,0,1,0,0.000003,0.14407,0.002573003,0.006569987,0,-1,1,1,2,2,2,20,161,0,8688,2469.772,1448,2896,2896,1448,1448,8688,1262.869,1073.402,1.445507,3.455106,0.5,77.5,1.833283,0.5,0.5,1.5,1,0.5,77,4.0081,0.7413,7.542937,89.23003,FTP
B,1,9.996426,6,3309,6674,514168,16483258,0,2896,155.3847,451.0694,0,0.144093,0.003020981,0.006587744,331.0183,51435.18,-0.337073,-0.9395005,1,2,64,64,0,2426893680,3309,514168,0,3062,16480362,0,14175,14119.7,13782,14176,1492,1556,2289,0,3309,9927,0,1,0,0.000002,0.043889,0.000174202,0.001586222,0.002747205,0.00675876,1,1,1,1,1,20,124,0,2896,155.3847,0,0,0,0,0,2896,451.5321,0,2.764146,6.615346,0.5,144.5,3.193773,0.5,1.5,3.5,3,0.5,144,6.529243,2.2239,9.371444,146.038,FTP
A,1,0.583694,6,5,5,1608,1608,0,536,321.6,212.1925,0,0.255772,0.1167388,0.08505858,8.566133,2754.868,0,0,1,1,64,64,0,2423393458,5,1608,0,3,1608,0,501,501,501,501,0,0,0,0,5,15,0,1,0,0.000017,0.040095,0.008214001,0.0142587,0,-1,1,1,2,2,2,5,4,0,536,321.6,0,536,536,536,536,536,262.5853,262.5853,-0.4082484,-1.833333,0.5,257.5,146.25,154.5,172.5,257.5,103,0.5,257,107.0463,76.3539,-0.5336342,-0.9524574,FTP
B,1,0.390127,6,5,5,1608,1608,0,536,321.6,210.4933,0,0.197378,0.0780254,0.07435185,12.81634,4121.735,0,0,1,1,53,53,0,2165483095,5,1072,0,2,1072,0,501,501,501,501,0,0,0,0,5,15,0,1,0,0.153472,0.215677,0.1786124,0.02137879,0.1868264,0.02569753,1,1,1,1,1,5,5,0,536,321.6,0,536,536,536,536,536,262.5853,262.5853,-0.4082484,-1.833333,1.5,197.5,97.5,18.5,172.5,197.5,179,1.5,196,101.7874,101.7874,0.01609552,-1.942023,FTP
A,1,9.994594,6,7167,3743,18682642,580432,0,11584,2606.759,1424.653,0,0.082069,0.001394528,0.00363252,717.0877,1869275,0.3138405,0.9397363,1,65531,53,53,0,2202084079,7166,18685538,0,388,580808,0,501,501,476,501,14,13,25,0,7167,21501,0,1,0,0.000003,0.133825,0.002382044,0.005898724,0,-1,1,1,2,2,2,20,162,0,11584,2606.759,1448,2896,2896,1448,1448,11584,1425.503,1073.402,1.554795,3.653502,0.5,82.5,1.720765,0.5,0.5,1.5,1,0.5,82,3.52118,0.7413,7.291054,101.2378,FTP
B,1,9.989946,6,3743,7167,580432,18682642,0,2896,155.0713,445.5801,0,0.13388,0.002668967,0.005645975,374.6767,58101.61,-0.3138405,-0.9397363,1,2,64,64,0,2424543344,3743,578984,0,3467,18680792,0,14173,14135.01,13697,14176,1653,1772,2581,0,3743,11235,0,1,0,0.000002,0.016353,0.000108308,0.000486035,0.002490352,0.005918714,1,1,1,1,1,20,112,0,2896,155.0713,0,0,0,0,0,2896,446.1429,0,2.639652,5.450499,0.5,133.5,2.843666,0.5,1.5,3.5,3,0.5,133,5.579539,2.2239,9.357418,152.5431,FTP
