%dir,flowInd,duration,l4Proto,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpOptPktCnt,tcpOptCnt,tcpMSS,tcpWS,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,connSip,connDip,connSipDip,connSipDprt,connF,nFpCnt,tCnt,dsMinPl,dsMaxPl,dsMeanPl,dsLowQuartilePl,dsMedianPl,dsUppQuartilePl,dsIqdPl,dsModePl,dsRangePl,dsStdPl,dsRobStdPl,dsSkewPl,dsExcPl,dsMinIat,dsMaxIat,dsMeanIat,dsLowQuartileIat,dsMedianIat,dsUppQuartileIat,dsIqdIat,dsModeIat,dsRangeIat,dsStdIat,dsRobStdIat,dsSkewIat,dsExcIat,TrafficType
B,9,0.000631,6,3,3,0,41,0,0,0,0,0,0.000361,0.000210333,0.000116798,4754.358,0,0,-1,1,1,64,64,0,1493827338,3,0,0,1,0,0,501,501,501,501,0,0,0,0,3,9,0,1,0,1.70E-05,0.000323,0.000131,0.000102015,0.05127167,0.05885372,2,1,1,1,0.5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.5,0.5,0,0.5,0,0,0,0,0,IRC
A,1,0.749212,17,9,5,4205,1450,63,592,467.2222,158.4952,0,0.202693,0.08324578,0.08061991,12.01262,5612.563,0.2857143,0.4871795,1,16,33,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.188399,0.340901,0.1848877,0.0684592,0,-1,1,2,2,2,2,9,7,63,592,467.2222,347.5,586,592,244.5,592,529,175.089,175.089,-1.264949,0.3696373,0.5,202.5,93.875,0.5,152.5,199.5,199,0.5,202,100.9907,100.9907,0.06286331,-1.929415,IRC
B,1,0.908688,17,5,9,1450,4205,55,592,290,177.6905,0,0.355195,0.1817376,0.1351171,5.502439,1595.707,-0.2857143,-0.4871795,1,18,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.006391,0.166722,0.040221,0.05663076,0.2251087,0.08884653,2,1,1,1,0.5,5,5,55,592,290,64,337,447.25,383.25,55,537,205.06,205.06,0.1130742,-1.417913,0.5,357.5,228.5,198.5,357.5,357.5,159,357.5,357,169.4757,117.8667,-0.5998428,-1.245292,IRC
A,1,0.149432,6,3,3,41,0,0,41,13.66667,14.22472,0,0.146751,0.04981067,0.05597388,20.07602,274.3723,0,1,1,1,107,107,0,3622442140,3,41,0,1,0,0,260,260,260,260,0,0,0,0,3,9,0,1,0,0.00243,0.146722,0.04971734,0.05601006,0,-1,1,3,2,2,2,3,3,0,41,13.66667,0,0,30.75,30.75,0,41,19.32759,19.32759,0.7071066,-1.5,2.5,146.5,74.5,146.5,146.5,146.5,0,2.5,144,101.8234,0,0,-2,IRC
B,1,0.002668,6,3,3,0,41,0,0,0,0,0,0.002459,0.000889333,0.000908254,1124.438,0,0,-1,1,1,64,64,0,484505251,3,0,0,1,0,0,501,501,501,501,0,0,0,0,3,9,0,1,0,2.90E-05,0.000251,0.000107333,7.54E-05,0.04982467,0.05601011,3,1,1,1,0.3333333,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,2.5,1.5,2.5,2.5,2.5,0,0.5,2,1.414214,0,0,-2,IRC
A,2,3.101107,6,4,4,4401,0,1083,1114,1100.25,8.66518,0,2.901193,0.7752768,1.008914,1.289862,1419.171,0,1,1,1,64,64,0,273195179,4,3302,0,0,0,0,501,501,501,501,0,0,0,0,4,12,0,1,0,2.754757,2.854709,1.402367,1.170689,0,-1,1,1,2,2,2,4,4,1083,1114,1100.25,1091,1102,1109.5,18.5,1083,31,11.29989,11.29989,-0.4207155,-1.086377,99.5,1000,399.6667,99.5,549.75,1000,900.5,99.5,900.5,519.9039,519.9039,0.7071066,-1.5,IRC
B,2,3.098398,6,4,4,0,4401,0,0,0,0,0,2.901138,0.7745995,1.009184,1.29099,0,0,-1,1,1,47,47,0,3464434744,4,0,0,3,3318,1,501,501,501,501,0,0,0,0,4,12,0,1,0,0.046429,0.146436,0.0971085,0.0386304,1.499475,1.171326,1,1,1,1,1,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,97.5,1000,399,99.5,549.75,1000,900.5,97.5,902.5,520.4822,520.4822,0.7070951,-1.5,IRC
A,8,0.047151,6,7,6,1798,992,0,872,256.8571,348.5809,0,0.015204,0.006735858,0.00577635,148.4592,38132.81,0.07692308,0.2888889,1,1,64,64,0,724447315,4,1797,2,2,992,0,8222720,1024053,64128,8222720,2,0,0,0,7,23,1460,128,0,2.50E-05,0.003169,0.000941714,0.001183658,0.013222,-1,4,1,2,2,0.5,7,6,0,872,256.8571,0,0,661.5,661.5,0,872,385.9147,385.9147,0.9381707,-1.104731,0.5,15.5,8,2.5,13.5,15.5,13,0.5,15,7.556454,7.556454,0,-1.933653,IRC
B,8,0.033852,6,6,7,992,1798,0,868,165.3333,282.2947,0,0.016237,0.005642,0.005452925,177.2421,29304.03,-0.07692308,-0.2888889,1,62005,53,53,0,669123153,6,946,0,2,1798,1,1853440,325917.8,14592,1853440,1,1,1,0,6,20,1460,128,0.013222,0.013068,0.015127,0.014121,0.000857397,0.01506271,0.001461566,1,4,1,1,1,6,6,0,868,165.3333,0,22.5,79,79,0,868,315.6156,58.5627,1.754645,1.136713,0.5,16.5,7.1,2.5,8,15,12.5,2.5,16,7.334848,7.334848,0.432464,-1.674379,IRC
A,5,1.160302,17,3,3,3281,217,1090,1101,1093.667,3.816375,0,0.829057,0.3867674,0.2726725,2.585534,2827.712,0,0.8759291,35,63,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.032136,0.528989,0.1870417,0.1976412,0,-1,2,1,2,2,1,3,3,1090,1101,1093.667,1090,1090,1098.25,8.25,1090,11,5.18545,5.18545,0.7071303,-1.499978,332.5,825,578.75,825,825,825,0,332.5,492.5,348.2501,0,0,-2,IRC
B,5,1.181999,17,3,3,217,3281,68,77,72.33334,2.605194,0,0.849795,0.3939997,0.2800829,2.538073,183.5873,0,-0.8759291,102,682,42,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.299109,0.320806,0.306661,0.008171303,0.4937027,0.1978101,1,2,1,1,1,3,3,68,77,72.33334,69,72,75.75,6.75,68,9,3.681787,3.681787,0.1350594,-1.5,332.5,845,588.75,845,845,845,0,332.5,512.5,362.3922,0,0,-2,IRC
A,10,1.997254,17,3,3,3291,175,1094,1101,1097,2.101587,0,1.361196,0.6657513,0.4415072,1.502062,1647.762,0,0.8990191,1,1,114,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.469499,1.19526,0.5549197,0.3937609,0,-1,1,1,2,2,2,3,3,1094,1101,1097,1094.5,1096,1099.75,5.25,1094,7,2.94392,2.94392,0.4703305,-1.5,635,1000,817.5,1000,1000,1000,0,635,365,258.094,0,0,-2,IRC
B,10,2.002444,17,3,3,175,3291,52,71,58.33333,7.313102,0,1.367009,0.6674814,0.4435776,1.498169,87.3932,0,-0.8990191,28,319,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.165936,0.171749,0.1680813,0.002125152,0.7230011,0.3937667,1,1,1,1,1,3,3,52,71,58.33333,52,52,66.25,14.25,52,19,8.956686,8.956686,0.7071072,-1.5,635,1000,817.5,1000,1000,1000,0,635,365,258.094,0,0,-2,IRC
A,2,0.569089,17,3,2,1536,117,352,592,512,83.26664,0,0.568543,0.1896963,0.2187273,5.271583,2699.051,0.2,0.8584392,1,1,105,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3902,0.3902,0.1300667,0.150188,0,-1,1,1,2,2,2,3,3,352,592,512,412,592,592,180,592,240,113.1371,113.1371,-0.7071067,-1.5,0.5,565,282.75,565,565,565,0,0.5,564.5,399.1618,0,0,-2,IRC
B,2,0.887416,17,2,3,117,1536,54,63,58.5,3.181981,0,0.887416,0.443708,0.3137489,2.253734,131.8435,-0.2,-0.8584392,166,166,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.178343,0.497216,0.3377795,0.1127386,0.4678462,0.1877936,1,1,1,1,1,2,2,54,63,58.5,54,58.5,63,9,54,9,4.5,4.5,0,-2,880,880,880,880,880,880,0,880,0,0,0,0,0,IRC
A,4,0,17,1,0,318,0,318,318,318,0,0,0,0,0,0,0,1,1,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,4,1,1,1,0.25,1,1,318,318,318,318,318,318,0,318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,6,0.100592,6,2,2,3244,0,1083,2161,1622,381.1306,0,0.100592,0.050296,0.03556464,19.8823,32249.08,0,1,2,2,64,64,0,4202642038,2,2161,0,0,0,0,501,501,501,501,0,0,0,0,2,6,0,1,0,65535,0,0,0,0,-1,3,1,2,2,0.6666667,2,2,1083,2161,1622,1083,1622,2161,1078,1083,1078,539,539,0,-2,100,100,100,100,100,100,0,100,0,0,0,0,0,IRC
B,6,0.162417,6,2,2,0,3244,0,0,0,0,0,0.162417,0.0812085,0.05742308,12.31398,0,0,-1,1,1,107,107,0,742587936,2,0,0,1,1083,1,260,258.5,255,260,1,0,0,0,2,6,0,1,0,0.049123,0.21154,0.1303315,0.05742308,0.1303315,0.05742308,1,3,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,162,162,162,162,162,162,0,162,0,0,0,0,0,IRC
A,7,0.444903,17,8,5,4044,1470,311,592,505.5,95.42829,0,0.246225,0.05561288,0.07527057,17.98145,9089.622,0.2307692,0.4668117,1,36,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.001744,0.006708,0.00391525,0.001778015,0,-1,2,1,2,2,1,8,6,311,592,505.5,417.5,561,592,174.5,592,281,111.6837,111.6837,-1.000725,-0.8087404,0.5,247.5,64.07143,0.5,46.5,106.5,106,0.5,247,93.46989,78.5778,1.155888,0.06022,IRC
B,7,0.633708,17,5,8,1470,4044,55,592,294,179.1369,0,0.27618,0.1267416,0.1022197,7.890069,2319.68,-0.2307692,-0.4668117,1,1,117,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.085558,0.274363,0.1612964,0.07112247,0.1652116,0.0711447,1,2,1,1,1,5,5,55,592,294,62.5,370,439,376.5,55,537,206.387,206.387,0.04714373,-1.455625,0.5,277.5,158.25,107.5,247.5,277.5,170,0.5,277,128.6426,126.021,-0.2982444,-1.553109,IRC
A,1,0.079015,6,3,2,42,0,0,42,14,14.57166,0,0.077664,0.02633834,0.02963546,37.96747,531.5446,0.2,1,1,1,112,112,0,2859649415,3,42,0,1,0,0,1022,1022,1022,1022,0,0,0,0,0,0,0,1,0,0.000951,0.077639,0.02619667,0.02970151,0,-1,1,8,2,2,2,3,3,0,42,14,0,0,31.5,31.5,0,42,19.79899,19.79899,0.7071068,-1.5,1.5,77.5,39.5,77.5,77.5,77.5,0,1.5,76,53.74012,0,0,-2,IRC
B,1,0.000976,6,2,3,0,42,0,0,0,0,0,0.000976,0.000488,0.000345068,2049.18,0,-0.2,-1,1,1,64,64,0,1180578476,2,0,0,1,0,0,501,501,501,501,0,0,0,0,0,0,0,1,0,2.50E-05,0.0004,0.0002125,0.000132583,0.02640917,0.02970181,8,1,1,1,0.125,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,5,0,17,1,0,51,0,51,51,51,0,0,0,0,0,0,0,1,1,65535,0,113,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,1,5,1,1,1,1,1,51,51,51,51,51,51,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,10,0.053495,6,3,2,34,0,0,34,11.33333,11.79611,0,0.053419,0.01783167,0.02054637,56.08001,635.5734,0.2,1,1,1,52,52,0,3806761264,3,34,0,1,0,0,501,501,501,501,0,0,0,0,3,9,0,1,0,2.30E-05,0.053254,0.017759,0.02049305,0,-1,1,1,2,2,2,3,3,0,34,11.33333,0,0,25.5,25.5,0,34,16.02775,16.02775,0.7071068,-1.5,0.5,53.5,27,53.5,53.5,53.5,0,0.5,53,37.47666,0,0,-2,IRC
B,10,0.000188,6,2,3,0,34,0,0,0,0,0,0.000188,9.40E-05,6.65E-05,10638.3,0,-0.2,-1,1,1,64,64,0,945495024,2,0,0,1,0,0,501,501,501,501,0,0,0,0,2,6,0,1,0,5.30E-05,0.000165,0.000109,3.96E-05,0.017868,0.02049309,1,1,1,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,4,0,17,1,0,54,0,54,54,54,0,0,0,0,0,0,0,1,1,65535,0,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,1,1,1,1,1,1,1,54,54,54,54,54,54,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,1,0,17,1,0,53,0,53,53,53,0,0,0,0,0,0,0,1,1,65535,0,50,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,1,5,1,1,1,1,1,53,53,53,53,53,53,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,4,0,6,1,1,1063,0,1063,1063,1063,0,0,0,0,0,0,0,0,1,65535,0,115,115,0,2833482301,1,0,0,0,0,0,253,253,253,253,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,1,3,2,2,2,1,1,1063,1063,1063,1063,1063,1063,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
B,4,0,6,1,1,0,1063,0,0,0,0,0,0,0,0,0,0,0,-1,65535,0,64,64,0,3866236647,1,0,0,0,0,0,584,584,584,584,0,0,0,0,0,0,0,1,0,4.90E-05,4.90E-05,4.90E-05,0,4.90E-05,0,3,1,1,1,0.3333333,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,5,0,6,1,1,1122,0,1122,1122,1122,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,1121565571,1,0,0,0,0,0,501,501,501,501,0,0,0,0,1,3,0,1,0,65535,0,0,0,0,-1,2,1,2,2,1,1,1,1122,1122,1122,1122,1122,1122,0,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
B,5,0,6,1,1,0,1122,0,0,0,0,0,0,0,0,0,0,0,-1,65535,0,53,53,0,1142384179,1,0,0,0,0,0,878,878,878,878,0,0,0,0,1,3,0,1,0,0.035392,0.035392,0.035392,0,0.035392,0,1,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,8,0.140619,6,3,2,37,0,0,37,12.33333,12.83694,0,0.140174,0.046873,0.05386751,21.33424,263.1223,0.2,1,1,1,112,112,0,2217070459,3,37,0,1,0,0,255,255,255,255,0,0,0,0,0,0,0,1,0,0.000229,0.140155,0.04679467,0.05390166,0,-1,1,2,2,2,2,3,3,0,37,12.33333,0,0,27.75,27.75,0,37,17.44197,17.44197,0.7071069,-1.5,0.5,140.5,70.5,140.5,140.5,140.5,0,0.5,140,98.99495,0,0,-2,IRC
B,8,0.000248,6,2,3,0,37,0,0,0,0,0,0.000248,0.000124,8.77E-05,8064.516,0,-0.2,-1,1,1,64,64,0,3517463031,2,0,0,1,0,0,501,501,501,501,0,0,0,0,0,0,0,1,0,1.90E-05,0.000216,0.0001175,6.97E-05,0.04691217,0.0539017,2,1,1,1,0.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,2,0,17,1,1,1091,52,1091,1091,1091,0,0,0,0,0,0,0,0,0.9090114,65535,0,116,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,1,10,2,2,2,1,1,1091,1091,1091,1091,1091,1091,0,1091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
B,2,0,17,1,1,52,1091,52,52,52,0,0,0,0,0,0,0,0,-0.9090114,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.16635,0.16635,0.16635,0,0.16635,0,10,1,1,1,0.1,1,1,52,52,52,52,52,52,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,3,0,17,1,1,1095,50,1095,1095,1095,0,0,0,0,0,0,0,0,0.9126638,65535,0,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,6,1,2,2,0.3333333,1,1,1095,1095,1095,1095,1095,1095,0,1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
B,3,0,17,1,1,50,1095,50,50,50,0,0,0,0,0,0,0,0,-0.9126638,65535,0,106,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.322355,0.322355,0.322355,0,0.322355,0,1,6,1,1,1,1,1,50,50,50,50,50,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,4,0.166061,6,2,1,0,0,0,0,0,0,0,0.166061,0.0830305,0.05871143,12.04377,0,0.3333333,0,1,1,107,107,0,2922259095,1,0,1,1,0,0,1026,1026,1026,1026,0,0,0,0,0,0,0,1,0,0.165918,0.165918,0.082959,0.05866087,0,-1,1,9,2,2,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,166,166,166,166,166,166,0,166,0,0,0,0,0,IRC
B,4,0,6,1,2,0,0,0,0,0,0,0,0,0,0,0,0,-0.3333333,0,65535,0,64,64,0,211855983,1,0,0,0,0,1,501,501,501,501,0,0,0,0,0,0,0,1,0,0.000143,0.000143,0.000143,0,0.083102,0.05866087,9,1,1,1,0.1111111,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,7,0,17,1,0,49,0,49,49,49,0,0,0,0,0,0,0,1,1,65535,0,54,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,1,8,1,1,1,1,1,49,49,49,49,49,49,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,8,0,6,1,1,1078,0,1078,1078,1078,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,3394537589,1,0,0,0,0,0,501,501,501,501,0,0,0,0,1,3,0,1,0,65535,0,0,0,0,-1,5,1,2,2,0.4,1,1,1078,1078,1078,1078,1078,1078,0,1078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
B,8,0,6,1,1,0,1078,0,0,0,0,0,0,0,0,0,0,0,-1,65535,0,49,49,0,4210570638,1,0,0,0,0,0,501,501,501,501,0,0,0,0,1,3,0,1,0,0.205662,0.205662,0.205662,0,0.205662,0,1,5,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IRC
A,5,8.792388,6,9,9,9541,0,668,1440,1060.111,169.5228,0,2.656575,0.9769319,0.8052745,1.023613,1085.143,0,1,1,1,115,115,0,2833435598,9,8479,0,0,0,0,253,253,253,253,0,0,0,0,0,0,0,1,0,0.000784,2.656537,0.9769024,0.8052694,0,-1,1,3,2,2,2,9,8,668,1440,1060.111,1061,1062,1063,2,1061,772,181.993,1.4826,-0.1007092,1.503716,0.5,1000,651.625,475,835,1000,525,1000,999.5,372.0523,372.0523,-0.5520208,-0.967623,IRC
B,5,8.792387,6,9,9,0,9541,0,0,0,0,0,2.65657,0.9769319,0.8052731,1.023613,0,0,-1,1,1,64,64,0,3866236647,9,0,0,8,8480,0,501,501,501,501,0,0,0,0,0,0,0,1,0,1.40E-05,3.90E-05,3.38E-05,6.83E-06,0.9769362,0.8052694,3,1,1,1,0.3333333,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,1000,651.625,475,835,1000,525,1000,999.5,372.0523,372.0523,-0.5520208,-0.967623,IRC
