%dir,flowInd,duration,l4Proto,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpOptPktCnt,tcpOptCnt,tcpMSS,tcpWS,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,connSip,connDip,connSipDip,connSipDprt,connF,nFpCnt,tCnt,dsMinPl,dsMaxPl,dsMeanPl,dsLowQuartilePl,dsMedianPl,dsUppQuartilePl,dsIqdPl,dsModePl,dsRangePl,dsStdPl,dsRobStdPl,dsSkewPl,dsExcPl,dsMinIat,dsMaxIat,dsMeanIat,dsLowQuartileIat,dsMedianIat,dsUppQuartileIat,dsIqdIat,dsModeIat,dsRangeIat,dsStdIat,dsRobStdIat,dsSkewIat,dsExcIat,TrafficType
A,1,9.359536,6,88,149,38922,179640,0,1448,442.2954,601.1272,0,0.688028,0.1063584,0.1806775,9.402175,4158.54,-0.257384,-0.6438356,1,1,64,64,0,4163960331,88,37924,0,56,177194,0,3255,3252.101,3189,3255,36,23,35,0,88,264,0,1,0,4.00E-06,0.202446,0.0166226,0.03554052,0,-1,1,1,2,2,2,20,47,0,1448,442.2954,0,0,998,998,0,1448,608.1531,608.1531,0.785803,-1.201829,0.5,685,107.5747,1.5,30.5,122.5,121,0.5,684.5,189.308,89.6973,2.281421,3.948066,JonDonym
B,1,9.859355,6,149,88,179640,38922,0,2896,1205.638,701.5292,0,0.68767,0.06617016,0.1418094,15.11255,18220.26,0.257384,0.6438356,1,2,53,53,0,2401343754,149,179640,0,32,37924,0,1424,1424.805,1387,1432,22,11,19,0,149,447,0,1,0,1.20E-05,0.68801,0.1005005,0.1988198,0.1171231,0.2019714,1,1,1,1,1,20,42,0,2896,1205.638,998,1448,1448,450,1448,2896,709.2079,333.585,-0.3854217,-0.03326797,0.5,685,66.66891,0.5,0.5,83.5,83,0.5,684.5,146.4701,61.5279,3.047819,9.000329,JonDonym
A,1,9.070402,6,123,186,33932,261476,0,1448,275.8699,478.9342,0,0.63843,0.07374311,0.1223981,13.56059,3740.959,-0.2038835,-0.7702703,1,1,64,64,0,4158229815,123,33932,0,94,261476,0,3255,3222.053,3005,3255,50,14,27,0,123,369,0,1,0,3.00E-06,0.459944,0.01211013,0.04453391,0,-1,1,1,2,2,2,20,64,0,1448,275.8699,0,0,435.5,435.5,0,1448,490.2208,322.8362,1.379048,0.2202535,0.5,635,74.32786,0.5,11.5,85.5,85,0.5,634.5,125.9708,63.0105,2.230881,4.680518,JonDonym
B,1,8.945077,6,186,123,261476,33932,0,5792,1405.785,1017.621,0,0.633065,0.04809181,0.09140926,20.79356,29231.28,0.2038835,0.7702703,1,4,53,53,0,2363208178,186,260536,0,32,32934,0,1424,1431.958,1381,1432,29,15,27,0,186,558,0,1,0,6.00E-06,0.638395,0.05953841,0.1060791,0.07164854,0.1150481,1,1,1,1,1,20,64,0,5792,1405.785,998,1448,1448,450,1448,5792,1027.056,333.585,1.246721,3.227032,0.5,635,48.59731,0.5,0.5,72.5,72,0.5,634.5,93.25927,53.3736,3.193246,13.71751,JonDonym
A,1,9.655482,6,78,153,23952,194610,0,1448,307.0769,501.2622,0,0.693844,0.1237882,0.2070272,8.078312,2480.663,-0.3246753,-0.7808219,1,1,64,64,0,4164044163,78,23952,0,56,192164,0,3255,3238.439,3197,3255,33,26,37,0,78,234,0,1,0,7.00E-06,0.12518,0.01100196,0.02655147,0,-1,1,1,2,2,2,20,42,0,1448,307.0769,0,0,998,998,0,1448,516.3307,516.3307,1.233887,-0.2078073,0.5,695,125.5779,1.5,25.5,123,121.5,0.5,694.5,213.0805,90.06795,1.916751,2.145158,JonDonym
B,1,9.65587,6,153,78,194610,23952,0,2388,1271.961,604.7189,0,0.68196,0.06311026,0.1489937,15.84528,20154.58,0.3246753,0.7808219,1,2,53,53,0,2401718004,153,192222,0,23,23952,0,1432,1431.939,1380,1432,17,8,13,0,153,459,0,1,0,2.20E-05,0.693824,0.1115751,0.2137788,0.1225771,0.2154213,1,1,1,1,1,20,30,0,2388,1271.961,1448,1448,1448,0,1448,2388,613.5829,0,-0.8193931,0.7140889,0.5,685,63.64474,0.5,0.5,36.5,36,0.5,684.5,151.0633,26.6868,3.052939,8.614471,JonDonym
A,1,9.680607,6,112,152,27846,194610,0,1448,248.625,484.7978,0,0.685077,0.08643398,0.1691162,11.56952,2876.473,-0.1515152,-0.7496493,1,1,64,64,0,4159540189,112,26398,0,86,193612,0,3255,3243.9,3189,3255,57,24,27,0,112,336,0,1,0,3.00E-06,0.437048,0.02133934,0.07145505,0,-1,1,1,2,2,2,20,40,0,1448,248.625,0,0,0,0,0,1448,488.5539,0,1.612812,0.8929431,0.5,685,87.05855,0.5,1.5,120.5,120,0.5,684.5,172.2357,88.956,2.435573,4.899047,JonDonym
B,1,9.668274,6,152,112,194610,27846,0,2388,1280.329,571.2484,0,0.685077,0.06360707,0.1457609,15.72152,20128.72,0.1515152,0.7496493,1,2,53,53,0,2368993584,152,194610,0,22,24950,0,1432,1429.515,1387,1432,19,8,16,0,152,456,0,1,0,7.60E-05,0.685048,0.08359142,0.1783393,0.1049308,0.1921217,1,1,1,1,1,20,36,0,2388,1280.329,1448,1448,1448,0,1448,2388,576.5656,0,-0.9232617,1.196789,0.5,685,64.18212,0.5,0.5,86.5,86,0.5,684.5,148.6815,63.7518,2.919283,7.891509,JonDonym
A,1,9.895777,6,139,183,72854,218050,0,1448,524.1295,601.8697,0,0.435002,0.07119264,0.08008666,14.0464,7362.13,-0.136646,-0.49912,1,1,64,64,0,4157781713,139,72854,0,88,218050,0,3255,3199.459,3142,3255,32,16,26,0,139,417,0,1,0,3.00E-06,0.269548,0.02018553,0.04067675,0,-1,1,1,2,2,2,20,94,0,1448,524.1295,0,0,998,998,0,1448,610.5905,610.5905,0.4740146,-1.542785,0.5,435,71.73914,9.5,49.5,100.5,91,0.5,434.5,83.36134,67.4583,2.154956,5.417481,JonDonym
B,1,9.825572,6,183,139,218050,72854,0,26064,1191.53,2086.854,0,0.330701,0.05369165,0.0674665,18.62487,22192.09,0.136646,0.49912,1,6,53,53,0,2359548512,183,191986,0,56,72854,1,1425,1430.082,1311,1432,37,25,41,0,183,549,0,1,0,1.30E-05,0.403004,0.05969258,0.07666723,0.07987811,0.08678976,1,1,1,1,1,20,93,0,26064,1191.53,0,1448,1448,1448,1448,26064,2094.58,1073.402,9.433455,106.7313,0.5,332.5,54.08791,0.5,25.5,91.5,91,0.5,332,68.80231,67.4583,1.562086,2.467977,JonDonym
A,1,0.125382,6,2,2,1996,0,998,998,998,0,0,0.125382,0.062691,0.04432923,15.95125,15919.35,0,1,1,1,64,64,0,4157776723,2,998,0,0,0,0,3255,3255,3255,3255,0,0,0,0,2,6,0,1,0,5.60E-05,5.60E-05,2.80E-05,1.98E-05,0,-1,1,1,2,2,2,2,2,998,998,998,998,998,998,0,998,0,0,0,0,0,125,125,125,125,125,125,0,125,0,0,0,0,0,JonDonym
B,1,0.125397,6,2,2,0,1996,0,0,0,0,0,0.125397,0.0626985,0.04433453,15.94935,0,0,-1,1,1,53,53,0,2359547514,2,0,0,1,998,0,1424,1424,1424,1424,0,0,0,0,2,6,0,1,0,0.125326,0.125341,0.1253335,5.31E-06,0.1253615,2.05E-05,1,1,1,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,125,125,125,125,125,125,0,125,0,0,0,0,0,JonDonym
A,1,9.844068,6,14,14,9980,5988,0,1448,712.8571,500.8028,0,8.473036,0.7031476,1.819741,1.422176,1013.809,0,0.25,1,1,64,64,0,4153576141,14,9882,0,5,5988,0,3255,3255,3255,3255,0,0,0,0,14,42,0,1,0,1.80E-05,8.34774,0.6073174,1.808496,0,-1,1,1,2,2,2,14,12,0,1448,712.8571,0,998,998,998,998,1448,538.5646,538.5646,-0.3313094,-1.466436,3.5,1000,182.4615,37.5,104.5,231.5,194,125.5,996.5,273.4115,143.8122,2.273755,4.316371,JonDonym
B,1,9.751462,6,14,14,5988,9980,0,1448,427.7143,532.0892,0,8.473094,0.696533,1.819185,1.435682,614.0618,0,-0.25,1,1,53,53,0,2328573586,14,5988,0,7,7436,0,1424,1423.56,1414,1432,5,3,6,0,14,42,0,1,0,0.000133,0.391309,0.1506376,0.1137633,0.757955,1.812071,1,1,1,1,1,14,11,0,1448,427.7143,0,0,998,998,0,1448,575.0696,575.0696,0.758237,-1.194683,0.5,1000,175.4615,78.5,125.5,174.5,96,0.5,999.5,260.7194,71.16479,2.651432,6.096059,JonDonym
A,1,9.619869,6,107,147,17964,194610,0,1448,167.8878,410.7487,0,0.683425,0.08990531,0.2000506,11.12281,1867.385,-0.1574803,-0.8309859,1,1,64,64,0,4160424417,107,16966,0,91,193612,0,3255,3236.174,3189,3255,50,26,43,0,107,321,0,1,0,3.00E-06,0.102582,0.003237981,0.01265953,0,-1,1,1,2,2,2,20,31,0,1448,167.8878,0,0,0,0,0,1448,414.0945,0,2.247184,3.449416,0.5,685,91.02831,0.5,0.5,46.5,46,0.5,684.5,204.8928,34.0998,2.328495,3.70497,JonDonym
B,1,9.745169,6,147,107,194610,17964,0,2388,1323.878,563.3065,0,0.683458,0.06629366,0.165638,15.0844,19969.89,0.1574803,0.8309859,1,2,53,53,0,2378035464,147,194610,0,17,17964,0,1432,1429.897,1380,1432,16,5,10,0,147,441,0,1,0,3.80E-05,0.683384,0.1001874,0.2140156,0.1034254,0.2143897,1,1,1,1,1,20,24,0,2388,1323.878,1448,1448,1448,0,1448,2388,568.4358,0,-0.8900599,1.499747,0.5,685,67.0274,0.5,0.5,17.5,17,0.5,684.5,169.0642,12.6021,2.87661,6.980468,JonDonym
A,2,9.49838,6,108,140,11976,192222,0,1448,110.8889,332.2219,0,0.685866,0.08794797,0.1862831,11.37036,1260.847,-0.1290323,-0.8827021,1,1,64,64,0,4155211863,108,11976,0,97,189776,0,3255,3213.135,3197,3255,58,28,36,0,108,324,0,1,0,3.00E-06,0.657548,0.0144858,0.06580807,0,-1,1,1,2,2,2,20,25,0,1448,110.8889,0,0,0,0,0,1448,338.1794,0,2.891922,6.926018,0.5,685,89.12617,0.5,0.5,89.5,89,0.5,684.5,192.1361,65.9757,2.438279,4.524942,JonDonym
B,2,9.49884,6,140,108,192222,11976,0,2388,1373.014,478.6147,0,0.685879,0.06784888,0.1672211,14.73864,20236.37,0.1290323,0.8827021,1,2,53,53,0,2340939804,140,190774,0,11,11976,0,1432,1432,1397,1432,10,5,9,0,140,420,0,1,0,7.70E-05,0.685838,0.07688874,0.1832184,0.09137454,0.1946784,1,1,1,1,1,20,23,0,2388,1373.014,1448,1448,1448,0,1448,2388,483.9569,0,-0.9518085,3.186097,0.5,685,68.70863,0.5,0.5,1.5,1,0.5,684.5,170.9952,0.7413,2.878312,7.071937,JonDonym
A,1,9.786773,6,92,194,21956,274962,0,1448,238.6522,457.9294,0,0.681486,0.106378,0.1888889,9.400443,2243.436,-0.3566433,-0.8521073,1,1,64,64,0,4157854567,92,21956,0,73,263378,0,3211,3229.052,3116,3255,44,28,37,0,92,276,0,1,0,2.00E-06,0.375651,0.01193406,0.04343348,0,-1,1,1,2,2,2,20,42,0,1448,238.6522,0,0,0,0,0,1448,469.9984,0,1.610302,0.9151239,0.5,685,107.8022,0.5,6.5,122.5,122,0.5,684.5,193.0428,90.4386,2.034213,2.856821,JonDonym
B,1,9.78689,6,194,92,274962,21956,0,10136,1417.33,810.2651,0,0.681615,0.05044787,0.1369079,19.82244,28094.93,0.3566433,0.8521073,1,7,53,53,0,2359766562,194,272574,0,17,21956,0,1432,1432,1349,1432,15,8,13,0,194,582,0,1,0,1.40E-05,0.681472,0.07738248,0.1765102,0.08931653,0.1817755,1,1,1,1,1,20,35,0,10136,1417.33,1448,1448,1448,0,1448,10136,905.1733,0,5.860389,52.05555,0.5,685,51.07772,0.5,0.5,0.5,0,0.5,684.5,138.5604,0,3.445238,11.52046,JonDonym
A,1,9.505132,6,112,130,7984,182028,0,998,71.28571,254.6815,0,0.694687,0.08486724,0.1869306,11.78311,839.9673,-0.07438017,-0.9159632,1,1,64,64,0,4152141017,112,7984,0,103,179640,0,3245,3247.271,3197,3255,68,26,38,0,112,336,0,1,0,4.00E-06,0.417943,0.005349751,0.03981536,0,-1,1,1,2,2,2,20,25,0,998,71.28571,0,0,0,0,0,998,257.0243,0,3.328201,9.076923,0.5,695,85.89639,0.5,0.5,68.5,68,0.5,694.5,195.0253,50.4084,2.410753,4.285045,JonDonym
B,1,9.505117,6,130,112,182028,7984,0,2388,1400.215,469.9315,0,0.694689,0.07311629,0.1740224,13.67684,19150.53,0.07438017,0.9159632,1,2,53,53,0,2318452476,130,179640,0,8,7984,0,1432,1431.891,1424,1432,6,3,5,0,130,390,0,1,0,1.10E-05,0.694652,0.0843975,0.1879419,0.08974725,0.1921131,1,1,1,1,1,20,19,0,2388,1400.215,1448,1448,1448,0,1448,2388,478.5238,0,-0.7907668,3.240128,0.5,695,74.0155,0.5,0.5,0.5,0,0.5,694.5,181.2767,0,2.673657,5.77128,JonDonym
A,1,9.659032,6,121,157,30938,194610,0,1448,255.6859,497.6425,0,0.687436,0.07982673,0.1705458,12.52714,3203.012,-0.1294964,-0.7256637,1,1,64,64,0,4161477307,121,30938,0,93,193612,0,3255,3224.821,3197,3255,53,31,43,0,121,363,0,1,0,5.00E-06,0.513206,0.0188361,0.06300969,0,-1,1,1,2,2,2,20,36,0,1448,255.6859,0,0,0,0,0,1448,505.5017,0,1.585824,0.7275748,0.5,685,80.70417,0.5,1.5,81.5,81,0.5,684.5,173.8267,60.0453,2.579123,5.490238,JonDonym
B,1,9.659016,6,157,121,194610,30938,0,2388,1239.554,629.1365,0,0.68722,0.0615224,0.1512352,16.25424,20148.02,0.1294964,0.7256637,1,2,53,53,0,2385236034,157,192222,0,27,30938,0,1432,1431.999,1349,1432,22,7,11,0,157,471,0,1,0,3.50E-05,0.687419,0.08529973,0.1773662,0.1041358,0.1882259,1,1,1,1,1,20,29,0,2388,1239.554,998,1448,1448,450,1448,2388,638.014,333.585,-0.759622,0.3287601,0.5,685,62.04808,0.5,0.5,19.5,19,0.5,684.5,153.1975,14.0847,3.152643,9.218527,JonDonym
A,1,9.512187,6,70,145,25948,182028,0,1448,370.6857,544.0397,0,0.685184,0.1358884,0.2090953,7.358981,2727.869,-0.3488372,-0.7504712,1,1,64,64,0,4165286673,70,24950,0,45,179640,0,3249,3247.534,3197,3255,27,24,35,0,70,210,0,1,0,1.30E-05,0.669876,0.025299,0.09186798,0,-1,1,1,2,2,2,20,46,0,1448,370.6857,0,0,998,998,0,1448,557.512,557.512,0.9882163,-0.7849903,0.5,685,137.7464,2.5,52,123.5,121,0.5,684.5,219.7108,89.6973,1.709924,1.321203,JonDonym
B,1,9.637667,6,145,70,182028,25948,0,2388,1255.365,606.1852,0,0.684879,0.06646667,0.1508451,15.04514,18887.14,0.3488372,0.7504712,1,2,53,53,0,2408541936,145,182028,0,24,26946,0,1432,1427.735,1390,1432,23,7,14,0,145,435,0,1,0,4.80E-05,0.685169,0.1073199,0.202707,0.1326189,0.222553,1,1,1,1,1,20,33,0,2388,1255.365,1335.5,1448,1448,112.5,1448,2388,622.2029,83.39625,-0.7904785,0.5463002,0.5,685,67.09028,0.5,0.5,61.5,61,0.5,684.5,154.8231,45.2193,2.911266,7.647437,JonDonym
A,1,9.60934,6,113,149,27944,194610,0,1448,247.292,485.1842,0,0.691173,0.0850384,0.1686751,11.75939,2908.004,-0.1374046,-0.7488789,1,1,64,64,0,4153115065,113,26848,0,88,184924,0,3213,3246.88,3197,3255,52,27,39,0,113,339,0,1,0,4.00E-06,0.486662,0.01324777,0.05910078,0,-1,1,1,2,2,2,20,41,0,1448,247.292,0,0,0,0,0,1448,489.5132,0,1.613861,0.883266,0.5,695,85.86161,0.5,0.5,86.5,86,0.5,694.5,175.3044,63.7518,2.480628,5.1532,JonDonym
B,1,9.736064,6,149,113,194610,27944,0,2388,1306.107,531.011,0,0.690834,0.06534274,0.1552457,15.30393,19988.57,0.1374046,0.7488789,1,2,53,53,0,2326209324,149,194610,0,18,27944,0,1432,1414.279,1364,1432,16,7,14,0,149,447,0,1,0,2.20E-05,0.691156,0.08634077,0.1845587,0.09958854,0.1937907,1,1,1,1,1,20,32,0,2388,1306.107,1448,1448,1448,0,1448,2388,535.8933,0,-1.012087,1.921452,0.5,695,66.04392,0.5,0.5,51.5,51,0.5,694.5,158.6428,37.8063,2.974832,8.045598,JonDonym
A,1,8.793376,6,87,122,1996,179640,0,998,22.94253,145.3521,0,0.683508,0.1010733,0.2082846,9.893811,226.989,-0.1674641,-0.978022,1,1,64,64,0,4160084099,87,1996,0,85,177194,0,3255,3225.132,3189,3255,44,24,31,0,87,261,0,1,0,4.00E-06,0.54853,0.006846321,0.05750597,0,-1,1,1,2,2,2,20,15,0,998,22.94253,0,0,0,0,0,998,149.567,0,6.365809,38.52353,0.5,685,102.3779,0.5,0.5,122.5,122,0.5,684.5,216.2506,90.4386,2.097413,2.702922,JonDonym
B,1,8.793781,6,122,87,179640,1996,0,2388,1472.459,369.6174,0,0.683207,0.07208016,0.187014,13.87344,20428.07,0.1674641,0.978022,1,2,53,53,0,2374442664,122,177252,0,2,1996,0,1432,1432,1425,1432,2,2,3,0,122,366,0,1,0,7.30E-05,0.683474,0.09542887,0.2122149,0.1022752,0.2198684,1,1,1,1,1,20,12,0,2388,1472.459,1448,1448,1448,0,1448,2388,374.9713,0,0.2395771,4.645977,0.5,685,72.83471,0.5,0.5,0.5,0,0.5,684.5,190.8168,0,2.691727,5.583624,JonDonym
A,8,0.925018,6,5,5,2994,1996,0,998,598.8,428.6756,0,0.34395,0.1850036,0.101114,5.4053,3236.694,0,0.2,1,1,64,64,0,4155775733,5,2994,0,2,1996,0,3255,3255,3255,3255,0,0,0,0,5,15,0,1,0,3.80E-05,0.21863,0.0437514,0.06656154,0,-1,1,1,2,2,2,5,5,0,998,598.8,0,998,998,998,998,998,488.9182,488.9182,-0.4082482,-1.833333,125.5,342.5,231.5,125.5,332.5,342.5,217,125.5,217,122.4663,122.4663,0.003331925,-1.995559,JonDonym
B,8,0.799648,6,5,5,1996,2994,0,998,399.2,428.6756,0,0.343947,0.1599296,0.08132995,6.252751,2496.098,0,-0.2,1,1,53,53,0,2343723226,5,998,0,2,1996,0,1424,1428.08,1424,1432,0,1,1,0,5,15,0,1,0,0.125259,0.330338,0.166304,0.0711767,0.2100554,0.09745031,1,1,1,1,1,5,5,0,998,399.2,0,0,998,998,0,998,488.9182,488.9182,0.4082482,-1.833333,125.5,342.5,200.25,125.5,207.5,342.5,217,125.5,217,102.4089,102.4089,0.7323269,-1.093141,JonDonym
A,1,8.821918,6,116,129,10978,179640,0,1448,94.63793,329.5383,0,0.685031,0.076051,0.1860758,13.14907,1244.401,-0.05306122,-0.8848168,1,1,64,64,0,4161508245,116,10978,0,106,178642,0,3255,3236.003,3197,3255,45,31,51,0,116,348,0,1,0,4.00E-06,0.552551,0.01511062,0.08404689,0,-1,1,1,2,2,2,20,25,0,1448,94.63793,0,0,0,0,0,1448,334.0932,0,3.43891,10.25885,0.5,685,76.95652,0.5,0.5,26.5,26,0.5,684.5,190.1824,19.2738,2.627753,5.262182,JonDonym
B,1,8.821924,6,129,116,179640,10978,0,2388,1392.558,465.3976,0,0.685034,0.068387,0.1772571,14.62266,20362.9,0.05306122,0.8848168,1,2,53,53,0,2385430644,129,177252,0,9,10978,0,1432,1432,1402,1432,7,4,5,0,129,387,0,1,0,2.50E-05,0.684993,0.07990248,0.1928856,0.0950131,0.2104013,1,1,1,1,1,20,19,0,2388,1392.558,1448,1448,1448,0,1448,2388,472.3746,0,-0.8506724,3.417439,0.5,685,69.19922,0.5,0.5,4.5,4,0.5,684.5,180.9027,2.9652,2.798898,6.253058,JonDonym
