%dir,flowInd,duration,l4Proto,numPktsSnt,numPktsRcvd,numBytesSnt,numBytesRcvd,minPktSz,maxPktSz,avePktSize,stdPktSize,minIAT,maxIAT,aveIAT,stdIAT,pktps,bytps,pktAsm,bytAsm,ipMindIPID,ipMaxdIPID,ipMinTTL,ipMaxTTL,ipTTLChg,tcpISeqN,tcpPSeqCnt,tcpSeqSntBytes,tcpSeqFaultCnt,tcpPAckCnt,tcpFlwLssAckRcvdBytes,tcpAckFaultCnt,tcpInitWinSz,tcpAveWinSz,tcpMinWinSz,tcpMaxWinSz,tcpWinSzDwnCnt,tcpWinSzUpCnt,tcpWinSzChgDirCnt,tcpWinSzThRt,tcpOptPktCnt,tcpOptCnt,tcpMSS,tcpWS,tcpSSASAATrip,tcpRTTAckTripMin,tcpRTTAckTripMax,tcpRTTAckTripAve,tcpRTTAckTripJitAve,tcpRTTSseqAA,tcpRTTAckJitAve,connSip,connDip,connSipDip,connSipDprt,connF,nFpCnt,tCnt,dsMinPl,dsMaxPl,dsMeanPl,dsLowQuartilePl,dsMedianPl,dsUppQuartilePl,dsIqdPl,dsModePl,dsRangePl,dsStdPl,dsRobStdPl,dsSkewPl,dsExcPl,dsMinIat,dsMaxIat,dsMeanIat,dsLowQuartileIat,dsMedianIat,dsUppQuartileIat,dsIqdIat,dsModeIat,dsRangeIat,dsStdIat,dsRobStdIat,dsSkewIat,dsExcIat,TrafficType
B,5,5.769711,17,24,28,12776,3688,307,594,532.3333,89.88136,0,4.4942,0.2404046,0.860435,4.159654,2214.322,-0.07692308,0.5519922,1,232,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.000581,0.039731,0.003644375,0.007439784,0.3288684,0.7715458,4,1,1,1,0.25,20,15,307,594,532.3333,536,573.5,592,56,592,287,97.81346,41.5128,-1.618403,0.8582225,0.5,1000,99.34782,0.5,0.5,180.5,180,0.5,999.5,213.8616,133.434,3.421754,11.98807,Snark
A,9,0,17,1,0,61,0,61,61,61,0,0,0,0,0,0,0,1,1,65535,0,51,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,1,3,1,1,1,1,1,61,61,61,61,61,61,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snark
A,3,9.669489,6,470,398,724514,0,652,3254,1541.519,567.1096,0,0.370069,0.02057338,0.0459418,48.6065,74927.85,0.08294931,1,1,3,117,117,0,1910837976,470,722405,0,0,0,0,1022,1022,1022,1022,0,0,0,0,0,0,0,1,0,0.000283,0.370073,0.02347329,0.04970656,0,-1,1,2,2,2,2,20,392,652,3254,1541.519,1092,1299,2125,1033,1460,2602,572.8379,572.8379,0.9144553,-0.01947451,0.5,372.5,20.68976,1.5,2.5,13.5,12,1.5,372,46.34735,8.895599,3.895452,18.58029,Snark
B,3,9.669437,6,398,470,0,724514,0,0,0,0,0,0.370129,0.02429508,0.04896875,41.16062,0,-0.08294931,-1,1,1,64,64,0,1720426122,398,0,0,397,723445,0,9085,9085,9085,9085,0,0,0,0,0,0,0,1,0,1.30E-05,0.004586,0.000125319,0.000389457,0.02359861,0.04970808,2,1,1,1,0.5,20,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,372.5,24.3791,1.5,3.5,22.5,21,1.5,372,49.48978,15.5673,3.567742,15.51417,Snark
A,2,9.80931,6,79,59,86314,0,1061,1127,1092.582,19.34074,0,0.55727,0.1241685,0.09902352,8.053574,8799.191,0.1449275,1,1,1,64,64,0,659073475,79,85236,0,0,0,0,501,501,501,501,0,0,0,0,0,0,0,1,0,0.003909,0.429055,0.1388231,0.09714875,0,-1,1,1,2,2,2,20,79,1061,1127,1092.582,1073.75,1096,1109.5,35.75,1097,66,19.82876,19.82876,-0.05178747,-1.215721,5.5,555,125.7628,49.5,120.5,157.5,108,151.5,549.5,104.8728,80.0604,1.73039,3.97092,Snark
B,2,9.87304,6,59,79,0,86314,0,0,0,0,0,0.546726,0.1673397,0.09573872,5.97587,0,-0.1449275,-1,1,14,118,118,0,2788000710,59,0,0,58,85205,1,1026,1024.416,1022,1026,22,22,43,0,0,0,0,1,0,0.005061,0.231706,0.07260345,0.06500813,0.2114265,0.1168928,1,1,1,1,1,20,45,0,0,0,0,0,0,0,0,0,0,0,0,0,30.5,545,169.9913,116.5,156.5,202.5,86,156.5,514.5,99.49475,63.7518,1.544223,3.066937,Snark
A,4,9.546105,6,154,148,223685,0,30,2896,1452.5,578.3311,0,0.688335,0.0619877,0.122441,16.13223,23432.07,0.01986755,1,1,2,50,50,0,2778988983,154,223209,0,0,0,0,501,501,501,501,0,0,0,0,154,462,0,1,0,7.40E-05,0.688297,0.06300291,0.1223381,0,-1,1,1,2,2,2,20,101,30,2896,1452.5,1448,1448,1448,0,1448,2866,584.6501,0,0.8287367,1.92278,0.5,685,62.44444,4.5,21.5,58.5,54,1.5,684.5,124.7718,40.0302,3.405117,11.08673,Snark
B,4,9.546117,6,148,154,0,223685,0,0,0,0,0,0.688336,0.06450079,0.124301,15.50369,0,-0.01986755,-1,1,1,64,64,0,2358457099,148,0,0,147,222622,0,1670,1669.898,1654,1670,19,19,35,0,148,444,0,1,0,7.00E-06,0.000147,2.71E-05,1.55E-05,0.06303003,0.1223381,1,1,1,1,1,20,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,685,64.9864,5.5,23.5,59.5,54,1.5,684.5,126.723,40.0302,3.328037,10.51454,Snark
A,3,9.931263,6,71,69,77584,0,1061,1127,1092.732,19.53964,0,0.527444,0.1398769,0.09505896,7.149141,7812.098,0.01428571,1,1,1,64,64,0,1097356770,71,76476,0,0,0,0,501,501,501,501,0,0,0,0,71,213,0,1,0,0.003153,0.480857,0.09648637,0.08351301,0,-1,1,1,2,2,2,20,71,1061,1127,1092.732,1072.25,1095,1107.75,35.5,1063,66,19.95202,19.95202,-0.0613546,-1.208072,2.5,525,141.8428,71.5,136.5,188.5,117,207.5,522.5,97.96962,86.7321,1.366005,3.279637,Snark
B,3,9.814305,6,69,71,0,77584,0,0,0,0,0,0.526536,0.1422363,0.09571673,7.030554,0,-0.01428571,-1,1,1,54,54,0,2030407234,69,0,0,68,74302,1,2017,2017,2009,2017,1,1,1,0,69,207,0,1,0,0.00022,0.234336,0.102125,0.06995519,0.1986114,0.108941,1,1,1,1,1,20,61,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5,525,144.3971,72.5,136.5,191.5,119,41.5,522.5,98.92178,88.2147,1.309147,3.069795,Snark
A,2,9.900709,6,291,252,465410,0,714,4247,1599.347,639.3602,0,0.377633,0.03402305,0.05582119,29.39183,47007.74,0.0718232,1,1,3,117,117,0,1994001555,291,464315,0,0,0,0,1022,1022,1022,1022,0,0,0,0,0,0,0,1,0,5.30E-05,0.377604,0.037674,0.05672589,0,-1,1,1,2,2,2,20,254,714,4247,1599.347,1091,1127,2153.75,1062.75,1460,3533,644.9854,644.9854,1.09345,0.7950263,0.5,377.5,34.1931,1.5,3.5,53.5,52,1.5,377,56.42289,38.5476,2.583524,8.509327,Snark
B,2,9.900642,6,252,291,0,465410,0,0,0,0,0,0.377697,0.03928826,0.05810826,25.45289,0,-0.0718232,-1,1,1,64,64,0,1720450095,252,0,0,251,461166,0,10653,10653,10643,10653,4,3,5,0,0,0,0,1,0,8.00E-06,0.043808,0.00025621,0.002743667,0.03793021,0.0567922,1,1,1,1,1,20,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,377.5,39.47211,1.5,10.5,62.5,61,1.5,377,58.96144,45.2193,2.400195,7.390663,Snark
A,17,0,6,1,1,1075,0,1075,1075,1075,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,3360764849,1,0,0,0,0,0,501,501,501,501,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,4,1,2,2,0.5,1,1,1075,1075,1075,1075,1075,1075,0,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snark
B,17,0,6,1,1,0,1075,0,0,0,0,0,0,0,0,0,0,0,-1,65535,0,109,109,0,1411264575,1,0,0,0,0,0,1024,1024,1024,1024,0,0,0,0,0,0,0,1,0,0.280197,0.280197,0.280197,0,0.280197,0,1,4,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snark
A,18,0,6,1,1,1063,0,1063,1063,1063,0,0,0,0,0,0,0,0,1,65535,0,55,55,0,2945645847,1,0,0,0,0,0,501,501,501,501,0,0,0,0,0,0,0,1,0,65535,0,0,0,0,-1,1,2,2,2,2,1,1,1063,1063,1063,1063,1063,1063,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snark
B,18,0,6,1,1,0,1063,0,0,0,0,0,0,0,0,0,0,0,-1,65535,0,64,64,0,1555046711,1,0,0,0,0,0,501,501,501,501,0,0,0,0,0,0,0,1,0,2.20E-05,2.20E-05,2.20E-05,0,2.20E-05,0,2,1,1,1,0.5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snark
A,16,0.658841,17,7,7,2965,1508,54,592,423.5714,167.4924,0,0.254498,0.09412014,0.09149405,10.62472,4500.327,0,0.3257322,1,45,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.001423,0.165962,0.02553657,0.05309746,0,-1,3,1,4,4,1.333333,7,6,54,592,423.5714,318,512,586.75,268.75,592,538,186.5613,186.5613,-0.8615513,-0.5212996,0.5,252.5,109.3333,0.5,164.5,237.5,237,0.5,252,122.8827,122.8827,0.1582636,-1.821022,Snark
B,16,0.483281,17,7,7,1508,2965,48,880,215.4286,246.5392,0,0.245035,0.06904014,0.08938831,14.48433,3120.338,0,-0.3257322,1,27,111,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.071895,0.247532,0.1445409,0.07458109,0.1700774,0.09155152,1,3,3,3,3,7,5,48,880,215.4286,48,48,295,247,48,832,293.0699,183.1011,1.561294,0.8600092,0.5,247.5,81.16667,0.5,0.5,237.5,237,0.5,247,125.0083,125.0083,0.7091422,-1.494244,Snark
A,19,0,6,1,1,1090,0,1090,1090,1090,0,0,0,0,0,0,0,0,1,65535,0,64,64,0,766380573,1,0,0,0,0,0,501,501,501,501,0,0,0,0,1,3,0,1,0,65535,0,0,0,0,-1,3,1,2,2,0.6666667,1,1,1090,1090,1090,1090,1090,1090,0,1090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snark
B,19,0,6,1,1,0,1090,0,0,0,0,0,0,0,0,0,0,0,-1,65535,0,111,111,0,3016643631,1,0,0,0,0,0,260,260,260,260,0,0,0,0,1,3,0,1,0,0.434854,0.434854,0.434854,0,0.434854,0,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Snark
A,3,8.516661,6,158,147,238650,0,702,4260,1510.443,589.2934,0,0.522566,0.05390291,0.07198559,18.55187,28021.55,0.03606557,1,1,3,117,117,0,2048803933,158,237581,0,0,0,0,1026,1026,1026,1026,0,0,0,0,0,0,0,1,0,3.40E-05,0.522438,0.05825492,0.07359243,0,-1,1,1,2,2,2,20,150,702,4260,1510.443,1088,1115.5,2129,1041,1460,3558,595.1627,595.1627,1.286481,1.698848,0.5,525,54.22293,1.5,13.5,95.5,94,1.5,524.5,73.63824,69.6822,2.36851,9.787602,Snark
B,3,8.516566,6,147,158,0,238650,0,0,0,0,0,0.522465,0.05793582,0.07307497,17.26048,0,-0.03606557,-1,1,1,64,64,0,1720476340,147,0,0,146,237564,0,10653,10653,10647,10653,4,5,7,0,0,0,0,1,0,1.40E-05,0.042207,0.000376088,0.003421432,0.05863101,0.07367192,1,1,1,1,1,20,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,525,58.28424,2.5,24.5,97.5,95,1.5,524.5,74.85275,70.4235,2.291482,9.35631,Snark
A,2,9.566251,6,55,57,60000,0,1061,1125,1090.909,17.04661,0,0.602577,0.1739318,0.1255335,5.749379,6272.05,-0.01785714,1,1,1,64,64,0,1108027743,55,58900,0,0,0,0,501,501,501,501,0,0,0,0,55,165,0,1,0,0.000697,0.599763,0.1337568,0.1339335,0,-1,2,1,2,2,1,20,55,1061,1125,1090.909,1072,1094,1103.75,31.75,1070,64,17.49833,17.49833,-0.04402173,-1.071162,37.5,605,177.0833,72.5,163.5,232.5,160,232.5,567.5,128.4948,118.608,1.408804,2.135085,Snark
B,2,9.790893,6,57,55,0,60000,0,0,0,0,0,0.600541,0.17177,0.1240516,5.821737,0,0.01785714,-1,1,1,54,54,0,2030407234,57,0,0,56,61071,1,2017,2009.013,2009,2017,1,0,0,0,57,171,0,1,0,0.000123,0.239468,0.1136707,0.08453926,0.2474275,0.1583827,1,2,1,1,1,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0,31.5,605,174.7946,70.5,162.5,232.5,162,227.5,573.5,126.9068,120.0906,1.447675,2.312003,Snark
A,1,9.816117,17,20,164,3518,179674,146,221,175.9,20.85417,0,1.944725,0.4908059,0.3979389,2.037466,358.3902,-0.7826087,-0.9615922,2,180,64,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.007839,0.221688,0.1097118,0.08061095,0,-1,1,1,2,2,2,20,20,146,221,175.9,156,172.5,193.5,37.5,146,75,23.0302,23.0302,0.5078538,-0.9722281,202.5,1000,466.9737,257.5,315,755,497.5,237.5,797.5,278.3104,278.3104,0.7086867,-1.069106,Snark
